,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,target,timestamp,batch_id
0,1.173117516666666,0.43314434166666665,45.06585783333335,4.764415000000005e-44,1.6815580000000015e-44,1.08093735,0.30219207666666675,44.20245183333331,44.92776966666667,14.722079500000003,0.0,201.32811333333328,49.78452816666667,0.0022195096000000004,37.37130816666668,0.0011793782000000003,0.0,0.0,9.5,10.0,1431.2041666666664,25.0,220.0,8.28889199999999,113.19264499999987,81.34190383333332,5.379993766666668,5.361654650000002,80.51996933333336,1.060000000000001,106580.80666666667,19.997620499999996,1.13,2022-09-15 00:00:00+00:00,75
1,1.175375633333333,0.4315041283333333,45.497770999999986,4.764415000000005e-44,1.6815580000000015e-44,1.0861732333333334,0.30077851499999986,44.19217333333334,44.918848333333365,14.901549999999995,0.0,233.98698666666667,49.91233616666668,0.0022469370016666664,37.31068200000001,0.0012490015983333336,0.0,2.272438998333333,9.5,10.0,1434.728333333334,25.0,220.0,8.28889199999999,113.19269999999987,81.41899049999999,5.380536283333333,5.364276800000001,80.52172733333336,1.060000000000001,106633.655,19.938540333333332,1.13,2022-09-15 00:01:00+00:00,75
2,1.1764456,0.43112074333333333,45.61243733333335,4.764415000000005e-44,1.6815580000000015e-44,1.084522766666667,0.30507225499999996,44.178549499999995,44.904863333333324,14.749144666666663,0.0,193.06404166666664,50.137346833333325,0.0022300586,37.12694866666666,0.0011772684033333335,2.480131728666667,13.42889795,9.5,10.0,1436.265,23.970710000000008,220.0,8.28889199999999,113.19269999999987,81.48611416666668,5.3803966999999995,5.365028800000001,80.63959216666667,1.060000000000001,106671.12166666666,19.92802033333334,1.13,2022-09-15 00:02:00+00:00,75
3,1.1774263833333336,0.43105805166666666,45.52541016666665,4.764415000000005e-44,1.6815580000000015e-44,1.0864227833333335,0.3061807966666666,44.16390133333331,44.88732333333333,14.76907383333333,0.0,203.2099133333334,50.220171666666666,0.0023207799999999997,37.37691316666667,0.0014030170016666665,5.409959449999999,14.703957500000001,9.5,10.0,1440.0050000000003,23.34809183333334,220.0,8.28889199999999,113.19269999999987,81.71104249999999,5.385838866666668,5.368227933333333,80.79938816666666,1.060000000000001,106876.77666666666,19.79721766666667,1.13,2022-09-15 00:03:00+00:00,75
4,1.1797410833333335,0.43106046500000006,45.51924916666668,4.764415000000005e-44,1.6815580000000015e-44,1.08799735,0.3056081366666667,44.14798699999997,44.865501666666695,14.94994533333333,0.0,187.4885966666666,50.438942666666655,0.0021161293999999997,37.66160133333334,0.0009283119966666666,6.767679149999998,13.543954666666668,9.5,10.0,1443.1066666666668,23.11065316666667,220.0,8.301940916666656,113.19269999999987,81.97651350000001,5.389004266666666,5.374256749999999,80.9637478333333,1.060000000000001,107113.9333333333,19.843048,1.13,2022-09-15 00:04:00+00:00,75
5,1.17934565,0.43071988999999994,45.30542783333333,4.764415000000005e-44,1.6815580000000015e-44,1.0885006666666663,0.30474915333333336,44.137679000000006,44.86221433333334,15.103476333333331,0.0,196.97249999999997,50.50350183333332,0.002042286401666667,37.780458499999995,0.001173048796666667,7.750722700000001,13.032733499999996,9.5,10.0,1445.4575000000002,23.552697500000015,220.0,8.30503499999999,113.19269999999987,82.16666883333332,5.393617000000001,5.378636183333335,81.15045883333339,1.060000000000001,107307.01499999997,19.839587833333336,1.13,2022-09-15 00:05:00+00:00,75
6,1.1797916666666663,0.42984401,44.756023333333346,4.764415000000005e-44,1.6815580000000015e-44,1.090549033333334,0.29944872833333325,44.12755366666667,44.8447035,15.197003666666664,0.0,212.71462666666667,50.668790499999986,0.0023460976000000003,37.87793150000001,0.001422005198333333,7.046986649999999,13.20348483333334,9.5,10.0,1447.1791666666672,23.908490000000022,220.0,8.51928148333333,113.22274499999999,82.31693283333334,5.397245983333333,5.382131716666667,81.32924283333334,1.060000000000001,107518.00666666667,19.829615000000008,1.13,2022-09-15 00:06:00+00:00,75
7,1.1764648333333332,0.42945762000000004,44.56209166666668,4.764415000000005e-44,1.6815580000000015e-44,1.0921705333333334,0.3074593433333333,44.128909666666665,44.825233666666676,14.873126500000001,0.0,208.6015316666667,50.67842033333336,0.0021372274016666663,37.85274983333333,0.0012342329933333332,6.619793133333333,13.607464666666665,9.5,10.0,1448.3416666666662,23.908490000000022,220.0,8.969634966666677,114.0092333333333,82.52341549999998,5.403030449999999,5.386337100000001,81.48338316666667,1.060000000000001,107733.49333333335,19.846867333333325,1.13,2022-09-15 00:07:00+00:00,75
8,1.1771345500000001,0.43118102833333327,44.38951733333333,4.764415000000005e-44,1.6815580000000015e-44,1.0919619166666668,0.3044314799999999,44.125383499999984,44.817607333333335,14.8792685,0.0,204.54323499999998,50.60997150000001,0.001803879,37.954200666666665,0.0007236614016666663,6.698898233333335,13.989032000000002,9.5,10.0,1449.130833333333,23.908490000000022,220.0,9.501491733333328,118.6040066666666,82.67502066666665,5.406847033333336,5.390748783333331,81.61384166666666,1.060000000000001,107929.45833333334,19.871988500000004,1.13,2022-09-15 00:08:00+00:00,75
9,1.1759114500000005,0.4282273133333333,44.109870666666666,4.764415000000005e-44,1.6815580000000015e-44,1.09090345,0.3030323766666666,44.1184213333333,44.80283849999999,15.099679333333329,0.0,187.69213833333333,50.52990450000001,0.0021435568000000003,38.02500133333332,0.0012553310033333335,6.666082566666665,14.187495666666662,9.5,10.0,1449.3758333333337,23.908490000000022,220.0,9.738904433333342,118.9541683333333,82.84052666666665,5.409015533333332,5.392192283333332,81.73198866666667,1.060000000000001,108024.85333333336,19.911463333333327,1.13,2022-09-15 00:09:00+00:00,75
